address,balance
DAG41iLa4HMBnybKKviHahajQWLKAh9A8vKozLEn,1000000000000
DAG1gmkqMoDhn5zQJeCCeGqCjgHK5fREMbZsJRQF,1000000000000
DAG379cUSTGVckUCAoxN77MxWFUpNSzFnfZR9ZCo,1000000000000
DAG84wZGAZuUsHMbP7vB3V7oYFHa2WhjZ21t45ix,1000000000000
DAG7AnmLoDPntxHeHAenVWt1VQYx96NNtmmkLGMx,1000000000000
DAG3joUAETF3fBdevyhymVftcGiVhjrTNukgWLxJ,1000000000000
DAG5fomihfwfePoyjNMQcTtBMpeD9kQdTGw5MPwb,1000000000000
DAG7h13Ek4kiLmPwMiZKZNnUx144n3RE2n3GHPZw,1000000000000
DAG2KtyfVFinoetEnMrL8ZmhHp3qr96jFdAgw12s,1000000000000
DAG8krTgTSx4XeTp9VEisKXbwHBd5auWQLa6Je2D,1000000000000
DAG69feB2YAJx2xga4CwTHZQcHPoHDAiw7NHaoSX,1000000000000
DAG6LxrEGngtncf48yuVHHm1vNcczCjbFfDf3mP8,1000000000000
DAG7rcAwU38wvr9GSG1bCpeC2iaW1oyo7Tbh6q6S,1000000000000
DAG8arktBmrdubWoEgaNsCbyBSkPCTdejs1K7ZUi,1000000000000
DAG7VNHbcb4pgkgxWAUPQC8jz3JmW19LFEerPQSi,1000000000000
DAG7YXYdvPwtY52ivmemNvSTRD9myWNuGWxwbFgW,1000000000000
DAG0LSo4naA4NcKGHuENsEHetTQnQ4J6wUHPLYmj,1000000000000
DAG6D7Vp2wovFAHpFXWKK87BYExyQF2y9d97jrBt,1000000000000
DAG11n3Ms48VTLPB7tHHJN5AAJrJMJtiyMoLRTKM,1000000000000
DAG1aMrMEcV7nLH5JcYXzPCLvNSFqoiPiMjBRc7d,1000000000000
DAG4sKF1ybmzVSHCJysQqHsm4RAytUgLbpvhMVC8,1000000000000
DAG5gR2AYT12ptgxJ4T23AAMgW5W1uGuy7GWjL5h,1000000000000
DAG7BwmJK3Z4dARLCoydbjMvtDmEWdjtGNGbmvwn,1000000000000
DAG8ZVEcwW2anoZDrQL3hBMfh1meNfoc6QmdDa5K,1000000000000
DAG8og5u1JHrkSQHk3WMRfwmVLVuK4Cdyjwr4AWn,1000000000000
DAG7y9hZ3SKDErsLjKDZ2JWdXW9HkMKwwAhZVT2q,1000000000000
DAG2yv2dGb1G1FiD25FH2wz6apzvXNyPaYn1Aese,1000000000000
DAG3isxCo8Szca9zHKQUfYXNBazMpq3Ax8Hgp2qg,1000000000000
DAG47QWAb8dXToj2ERpd4epCJQ1wMDUXQkSxgoUQ,1000000000000
DAG0GGaJofradu4RgFowmMCaKar7Gve7HUFcCvAe,1000000000000
DAG0gXx6vjsnyCD44PmkdDPcufMnB7aUAy51zoqo,1000000000000
DAG55rL9nWKZn5UYGNWiJSZnYG8p2uk3dYCrUkjT,1000000000000
DAG1PcBuGST353sUkZEqwJykgR4jGTy6RpEmaX7h,1000000000000
DAG2FaQKZTemzsupwAAQa42fPnvUE3tGRjRJAis2,1000000000000
DAG2vN2JfHiwkpvQP1WguixFKyxwQ8ZXhu9tfuwx,1000000000000
DAG76QbmsYMergz8q5MHTWL21tbThkAvUNJUvo3M,1000000000000
DAG69r8b4MaCb5q8KNkntdP7H26moEcKw1iC1pEM,1000000000000
DAG6PfpH6UUFwonQ6qx9m9fnxqhxVRNcF9MVjv3A,1000000000000
DAG14qxMyLnWvsuLERJQLUukfqTi1nEB6E8hnJ9q,1000000000000
DAG3u3rNjCzoiRCDmxeWxSiShNxqkd9TxfwbMQQJ,1000000000000
DAG1BG2o8AHXHQmA1j4MCBXywFB19AJ3q9DTrWgT,1000000000000
DAG1cXcddZ6htY9B881ci8WeYhm3NxqtqE6k6rxj,1000000000000
DAG0awiPaFq4rX9CSqryBZMk8SVisMiDWVX7No8P,1000000000000
DAG56rAzJMBGR7jDaWGnXD1ujwgubaXKgQRLKtWi,1000000000000
DAG8xav1rfLeMTpDEHNtA49MuCVL1gig8Ygaoc39,1000000000000
DAG35rHTojkHNpzNwcWqVcTdZ7FtYRQGKWxCgvCs,1000000000000
DAG7G8SFzkxVdi2EP9dBQkUouPFygiyp6jNRRcbv,1000000000000
DAG02kU4QK6xGPVry1Rba8HGQNyZSLgkX6D9fx9k,1000000000000
DAG3Et5VV4BGb9o3RtmfpXYyHCWTBGYwYxSMK9vt,1000000000000
DAG3g2cqMtirMWDNorRmYDV1rscgwJGgmWoLYRkQ,1000000000000
DAG3Yk4MEjFaHnj8vtVuezvysYzgKZcFXGQWvoam,1000000000000
DAG8MhQdAwHyuUeqw88WKAECkgYFQxM6z4gCLGPs,1000000000000
DAG0odNLVVqiKwsYESZYhDttnvEvTCc1ntYo71bZ,1000000000000
DAG7eoDWuQ6Ukgroz6828wXwGZwC1sikZhVv93zW,1000000000000
DAG7uV4NCzt5v1y4kLxGsN2idkYg2jvBoT7UqHYT,1000000000000
DAG8rT81s5JKzBQ2fZ2JdByvqWm7ajRhDq1nky36,1000000000000
DAG1C5whvVqc5N44dcX8mPRveTmZYsKsbfcg29iH,1000000000000
DAG1mKNCvD1X1dLrARJrPaTrywd728byHk9WSQxv,1000000000000
DAG49fhnMrtft8zFyxSitTbceA5Vuq9MxBaorrCd,1000000000000
DAG7Ytqo5VSvbmtd3U1sV3oTqridfARgbAAdnZ4K,1000000000000
DAG0HpHqyJcb8HVFY2RZF5w5K21bv6sNXWu7XWaf,1000000000000
DAG8KXnnJphZXCgexbQzwjqh5En6TdC9h6Y4q95Y,1000000000000
DAG7ZEehdCsFiPbWMaAFcxmQKeGYrwvojD47h5Hb,1000000000000
DAG0etV7HdH4Hvn2Pp5qseXCFBwZ9GLqKEVJnBAj,1000000000000
DAG7rwATEsXFAoNTNi5U1vwwQpL3TsKQaCnn7eAo,1000000000000
DAG2zabL7ygqnodbNNfA7NtDNW6CVXxP3NuZWu15,1000000000000
DAG5smjCHsZ7FeK2FmSKk8TJmMXwJNqht47iWw76,1000000000000
DAG8XbUXEWSjhLXDHLWqiWK5uXw7EP5bdtiG9UwQ,1000000000000
DAG0sjBsxZ36PwkGdtEwCcPxsmPuzKRAFGsbaBmc,1000000000000
DAG3aTvvkFegvjKFGiLrjQ26c5YFx8kfmwHVQtJW,1000000000000
DAG5dtVHVY6nXnMhoPBGnS2CMW6ziJYv4nYDh5iw,1000000000000
DAG7df9ZXqdxR9Sti9fk5scRjkEKzTAJ2VeuSWsf,1000000000000
DAG09v6LHpKK1Vz1JEkxTZHVehSrbfVEJKD1HXqh,1000000000000
DAG2eqHmDGaQfP6ftAHFnyFr3USoSg2wjjATmnqR,1000000000000
DAG8tPw7dipKtgrZkQWfQ21zdSvRvJkg5d2VkTPn,1000000000000
DAG3iidSFsvBh48Y3a5BgVio6kmfxcm4NawZgLJD,1000000000000
DAG6sJTztjRtdpXuN3iZ5fvqvj9GXXrc7aCpnhLp,1000000000000
DAG6ppFUdfNK2fppx1WQtU21q9bX8yfPXKGyRjV1,1000000000000
DAG2ccmmmquGiPQ72SpHANjCUirHhQNW7oJz4EKu,1000000000000
DAG48EUSneDBCkQ2Hv49LbDuBMTH2ej6RAWCpjrb,1000000000000
DAG7FHoB4iQDtcbsh2h2g7nds1YCtNbHWkcDJtvb,1000000000000
DAG4Pwmx9jy8uuzhraR3RpvpE6GwWiR8FW6UUYUS,1000000000000
DAG3XVirbiQQK423utXvT1xKZM5gT54qZY6HidVW,1000000000000
DAG5qFxANY1xQhxHyyCGB5SKCRygRjKURQZMP8su,1000000000000
DAG1MePLqNi5XBji9SNuSY4VMnJ5NibrPmhPc5Sf,1000000000000
DAG8ikf21ED6CXpJgTEL2iCF8CZy7MZzAFiHZjTN,1000000000000
DAG1zjv9R8fYNtugVDcuJxy8S3XVnUpWxduWrmnF,1000000000000
DAG5ueP5Xv8NLCfmkoX7mynbXnoMmQAZjHHA5zG7,1000000000000
DAG5BqgiBsP4YQ8S9KhTH6Gs52YVD4esUZFm8y4y,1000000000000
DAG2KEb1jr8kDpfoMz6gQDx5Vdgj19Bjnd917fUD,1000000000000
DAG4Dhf1BeqYj3727ujT164k4Myhofj6WLo6W2dh,1000000000000
DAG1MmLEoTnQrRSEns1jGmWErqhMNtTYZokeNzih,1000000000000
DAG71iUuSjRCSjeDokyhwrUR7tQzkLoMoAe1emC7,1000000000000
DAG7AkoTtCDb3nLypSkX4dSVoRWFocjeeSE6nq3Y,1000000000000
DAG1f3M5rcdBybbYBYW47cpX7sgadxFMjUVB2gvr,1000000000000
DAG5nDpf6V9aVtXjPmcQL3wQ8iJ2f5RjngxLXHD8,1000000000000
DAG2DZyzVvBxCqNpmqwnfFiCxANaRLsR9F7cPeA4,1000000000000
DAG5AGPvduZF3zVek3HPHDNqkAKHv1xJ7gRsXfRS,1000000000000
DAG1qtTRFDYAKQtUPo8LCqeCnzVjo9RUe2QGtsmQ,1000000000000
DAG1SRkNaksCbSkGDKZTdYPi8uMGMBoHvcD2xcMN,1000000000000
DAG3Bex8gXfXHUHgeym35g4xv1Yacf2YzJbyx1J6,1000000000000
DAG1F7X1FAURZ2cXdEGXwWEWyNxdmbYnSqqyxqLj,1000000000000
DAG3YmPLmcMKDQibpEc6nJN5xMzWXcVecmBG1BVk,1000000000000
DAG5nTt9bJFZSHDGBK1pqY9LED6jQfwf7dqLbKVG,1000000000000
DAG6FZ6du7Qw1wPsMzoEnjWqa1VSYHfpfckhTps9,1000000000000
DAG4bVoyJZFPQZSLgY8E2ZuKvyiczi13naRYr8pr,1000000000000
DAG4nTL83Cpko5Lekq15HQFbfDePEJRivcHMJhUs,1000000000000
